id,product_id,ingredients,nutritional_info,usage_instructions,warnings,allergens,usage_tips,medical_disclaimer,legal_regulation,created_at,updated_at,product_slug
261,3696,"33% L-leucina instantánea (L-leucina, emulgente: lecitinas, maltodextrina), 17% L-isoleucina, 17% L-valina, aromas, 8% L-glutamina, acidulante (ácido cítrico), extracto de hoja de té negro instantáneo (Camellia sinensis), antiaglomerante (dióxido de silicio), edulcorante (sucralosa), sal, clorhidrato de piridoxina.",,Uso recomendado: Mezclar 1 ración del polvo (9 g = 2 cucharas dosificadoras = 1 cucharada sopera) con 300 ml de agua en un bote. Consumir 15 minutos antes del entrenamiento. ¡No exceder la dosis recomendada! Usa un shaker.,Advertencias: ¡Mantener el producto fuera del alcance de los niños! Los suplementos dietéticos no deben utilizarse como sustitutos de una dieta equilibrada y variada ni de un modo de vida sano.,"Elaborado en una fábrica que produce alimentos que contienen leche, huevos, gluten, soja, crustáceos, dióxido de azufre y nueces.",,,,2026-07-16 10:09:35.7357+00,2026-07-16 10:18:57.824487+00,bcaa-zero-amino-cidos-en-polvo-t-helado-de-melocot-n-360-g
263,3698,"33% L-leucina instantánea (L-leucina, emulgente: lecitinas, maltodextrina), 17% L-isoleucina, 17% L-valina, 8% L-glutamina, aromas, acidulante (ácido cítrico), antiaglomerante (dióxido de silicio), edulcorante (sucralosa), sal, clorhidrato de piridoxina, colorante (Rojo Allura AC)*.",,Uso recomendado: Mezclar 1 ración del polvo (9 g = 2 cucharas dosificadoras = 1 cucharada sopera) con 300 ml de agua en un bote. Consumir 15 minutos antes del entrenamiento. ¡No exceder la dosis recomendada! Usa un shaker.,Advertencias: ¡Mantener el producto fuera del alcance de los niños! Los suplementos dietéticos no deben utilizarse como sustitutos de una dieta equilibrada y variada ni de un modo de vida sano.,"Elaborado en una fábrica que produce alimentos que contienen leche, huevos, gluten, soja, crustáceos, dióxido de azufre y nueces.",,,,2026-07-16 10:24:26.719312+00,2026-07-16 10:24:26.719312+00,bcaa-zero-amino-cidos-en-polvo-sand-a-360-g
264,3699,"Agente de carga (polidextrosa), acidulante (ácido cítrico), L-leucina instantánea (L-leucina, emulgente: lecitinas, maltodextrina) 11%, L-glutamina 10,7%, clorhidrato de L-arginina 6,5%, L-isoleucina 5,4%, L-valina 5,4%, aromas, sales potásicas de ácido ortofosfórico, sales cálcicas de ácido cítrico, taurina, citrato de sodio, beta alanina, clorhidrato de L-lisina 2,2%, clorhidrato de L-histidina 2,2%, cloruro de potasio, L-tirosina 1,8%, extracto de hoja de té verde (Camellia sinensis), L-treonina 0,7%, L-metionina 0,7%, L-triptófano 0,7%, L-fenilalanina 0,7%, óxido de magnesio, cafeína deshidratada 0,61%, edulcorante (sucralosa), extracto de grano de café verde (Coffea canephora), clorhidrato de piridoxina, colorantes (tartrazina1, indigotina).
1Tartrazina: pueden tener efectos negativos sobre la actividad y la atención de los niños.","Cada envase contiene 25 dosis de 14 g. Cada dosis aporta 3.000 mg de BCAA en proporción 2:1:1 (1.500 mg de L-leucina, 750 mg de L-isoleucina y 750 mg de L-valina), además de 1.500 mg de L-glutamina, 750 mg de L-arginina, 500 mg de taurina, 350 mg de beta-alanina y aminoácidos esenciales como L-lisina, L-histidina, L-treonina, L-metionina, L-triptófano, L-fenilalanina y L-tirosina.

También contiene 100 mg de cafeína procedente de cafeína deshidratada, extracto de hoja de té verde, extracto de grano de café verde y extracto de hoja de té negro. La fórmula se completa con potasio, cloro, calcio, fósforo, sodio, magnesio y vitamina B6, además de extractos naturales de té negro, té verde y café verde. Los porcentajes de VRN se aplican únicamente a los nutrientes para los que existe un valor de referencia establecido.",Uso recomendado: Mezclar una ración de polvo (2 cucharas medidoras colmadas = 14 g = 2 cucharas de té colmadas) con 400 ml de agua en una botella mezcladora. Consumir una ración cada día. ¡No superar la dosis diaria recomendada!,"Advertencia: Alto contenido de cafeína {100 mg/ración (25 mg/100 ml)}. No se recomienda su uso a niños, a mujeres embarazadas o en periodo de lactancia. Mantener el producto fuera del alcance de los niños pequeños. No se recomienda su uso a personas que padecen de una enfermedad primaria o toman medicación, a niños, a mujeres embarazadas o en periodo de lactancia. El producto no es un sustituto de una dieta variada y equilibrada, ni de un estilo de vida saludable.",,,,,2026-07-16 10:41:44.742624+00,2026-07-16 18:52:51.750998+00,amino-energy-zero-con-electrolitos-lima-360-g
266,3693,"Agente de carga (polidextrosa), L-leucina instantánea (L-leucina, emulgente: lecitinas, maltodextrina) 11%, L-glutamina 10,7%, acidulante (ácido cítrico), clorhidrato de L-arginina 6,5%, aromas, L-isoleucina 5,4%, L-valina 5,4%, sales potásicas de ácido ortofosfórico, sales cálcicas de ácido cítrico, taurina, citrato de sodio, beta alanina, clorhidrato de L-lisina 2,2%, clorhidrato de L-histidina 2,2%, cloruro de potasio, L-tirosina 1,8%, extracto de hoja de té negro (Camellia sinensis), extracto de hoja de té verde (Camellia sinensis), L-treonina 0,7%, L-metionina 0,7%, L-triptófano 0,7%, L-fenilalanina 0,7%, óxido de magnesio, cafeína deshidratada 0,56%, edulcorante (sucralosa), extracto de grano de café verde (Coffea canephora), clorhidrato de piridoxina.","Cantidad de nutrientes por dosis diaria (14 g): BCAA (2:1:1): 3000 mg, de los cuales L-Leucina: 1500 mg, L-Isoleucina: 750 mg y L-Valina: 750 mg. L-Lisina: 250 mg. L-Histidina: 250 mg. L-Treonina: 100 mg. L-Metionina: 100 mg. L-Triptófano: 100 mg. L-Fenilalanina: 100 mg. L-Glutamina: 1500 mg. L-Arginina: 750 mg. L-Tirosina: 250 mg. Taurina: 500 mg. Beta alanina: 350 mg. Cafeína: 100 mg, procedente de cafeína deshidratada: 85 mg (78,75 mg de cafeína*), extracto de hoja de té verde: 10 mg (9,8 mg de cafeína*), extracto de grano de café verde: 6,45 mg y extracto de hoja de té negro: 5 mg. Potasio: 405 mg (20% VRN*). Cloro: 127 mg (16% VRN*). Calcio: 120 mg (15% VRN*). Fósforo: 105 mg (15% VRN*). Sodio: 100 mg. Magnesio: 60 mg (16% VRN*). Vitamina B6: 1,4 mg (100% VRN*). Extracto de hoja de té negro: 182 mg. Extracto de hoja de té verde: 150 mg. Extracto de grano de café verde: 50 mg.",,,,,,,2026-07-16 10:56:58.165983+00,2026-08-06 11:59:05.977888+00,amino-energy-zero-con-electrolitos-t-helado-de-melocot-n-360-g
267,3700,"Extracto de semilla de frenogreco (Trigonella foenum-graecum) 30,4%, clorhidrato de L-arginina 25,7%, cubierta de la cápsula [gelatina, agente de recubrimiento (goma laca), colorante (óxidos e hidróxidos de hierro), corrector de la acidez (hidróxido de amonio), corrector de la acidez (hidróxido de potasio)], beta-alanina, extracto de brécol [extracto de brécol (Brassica oleracea), maltodextrina] 7,5%, extracto de fruto de cardo mariano (Silybum marianum) 7%, antiaglomerantes (sales magnésicas de ácidos grasos, dióxido de silicio), calcio beta-hidroxi-beta-metilbutirato, extracto de hoja de espinaca (Spinacia oleracea) 4,7%, óxido de magnesio, ácido nicotínico, óxido de zinc, clorhidrato de piridoxina.
Elaborado en una fábrica que produce alimentos que contienen leche, huevos, gluten, soja, cacahuete, crustáceos, pescado, moluscos, dióxido de azufre y nueces.","Cada envase contiene 30 dosis, con una dosis diaria equivalente a 3 cápsulas. Cada dosis aporta 780 mg de extracto de semilla de fenogreco, 233 mg de extracto de brécol, 225 mg de extracto de fruto de cardo mariano, de los cuales 180 mg corresponden a silimarina, y 150 mg de extracto de hoja de espinaca, con 7,5 mg de beta-ecdisterona.

La fórmula se completa con 300 mg de beta-alanina, 682 mg de L-arginina y 150 mg de calcio beta-hidroxi-beta-metilbutirato (HMB), que aportan 126 mg de hidroxi-metilbutirato. Además, incorpora un complejo ZMB con zinc, magnesio y vitamina B6, proporcionando 5 mg de zinc (50 % VRN), 75 mg de magnesio (20 % VRN) y 1,5 mg de vitamina B6 (108 % VRN), junto con 7,5 mg de niacina (47 % VRN). Los porcentajes de VRN corresponden a los nutrientes para los que existe un valor de referencia establecido.","En días de entrenamiento, tomar 3 cápsulas antes del entrenamiento. En días de descanso, tomar 3 cápsulas por la mañana. No exceder la dosis diaria recomendada. Solo recomendado para hombres.",ADVERTENCIAS: Mantener fuera del alcance de los niños más pequeños. Los complementos alimenticios no deben utilizarse como sustitutos de una dieta equilibrada y variada y por un modo de vida sano. No recomendado para personas con afecciones médicas o que toman medicamentos. No superar la dosis diaria expresamente recomendada.,,,,,2026-07-16 10:59:31.983352+00,2026-07-17 18:12:12.795883+00,black-test-90-uds
269,3695,"L-glutamina (25,6%), L-leucina instantánea (L-leucina, emulgente: lecitinas, maltodextrina) (11,4%), clorhidrato de L-lisina (10,7%), acidulante (ácido cítrico), L-valina (7,4%), L-fenilalanina (7,1%), aromas, L-isoleucina (5,7%), L-treonina (4,3%), clorhidrato de L-histidina (3,5%), L-metionina (2,9%), extracto de hoja de té verde instantáneo (Camellia sinensis), L-triptófano (1,1%), extracto de hoja de té negro instantáneo (Camellia sinensis), edulcorante (sucralosa), sal.
Elaborado en una fábrica que produce alimentos que contienen leche, huevos, gluten, soja, crustáceos, dióxido de azufre y nueces.",Cantidad de nutrientes por dosis diaria (7 g): L-Glutamina: 1790 mg. L-Leucina: 780 mg. L-Lisina: 600 mg. L-Valina: 520 mg. L-Fenilalanina: 500 mg. L-Isoleucina: 400 mg. L-Treonina: 300 mg. L-Metionina: 200 mg. L-Histidina: 200 mg. L-Triptófano: 80 mg.,"Mezclar 1 servicio de polvo (14g = 2 cucharas medidoras colmadas = 1 cucharada sopera colmada) con 400 ml de agua. Tomar un servicio 15 minutos antes del entrenamiento. En días de descanso, tomar un servicio entre comidas. No exceder la dosis diaria recomendada.","ADVERTENCIAS: El producto no es un sustituto de una dieta variada y equilibrada, ni de un estilo de vida saludable.",,,,,2026-07-16 11:01:01.865288+00,2026-07-16 11:01:01.865288+00,eaa-zero-t-helado-lim-n-350-g
271,1222,"L-citrulina DL-malato, aroma, antiaglomerante: dióxido de silicio, edulcorante: sucralosa y colorante: rojo de remolacha",Tamaño de la porción 5 g. Porciones por envase 60. L-citrulina DL-malato 4 g.,Disuelva 5 g (1 cucharada) en 250 ml de agua o zumo. Tómelo 1 hora antes de entrenar.,"Producto para uso en adultos. Los complementos alimenticios no deben utilizarse como sustitutos de una dieta equilibrada y un estilo de vida saludable. Este producto no está destinado a diagnosticar, tratar ni prevenir ninguna enfermedad. No exceda la dosis diaria recomendada. Manténgase fuera del alcance de los niños pequeños.",Puede contener trazas de leche y soja.,,,,2026-07-16 17:29:50.748819+00,2026-07-16 17:30:21.061048+00,citrulina-malato-frutos-rojos-300-g
274,939,"L-leucina, L-isoleucina, l-valina y antiaglomerante: estearato de magnesio. Cápsula (agente de recubrimiento: hidroxipropilmetilcelulosa).",PERFIL DE AMINOÁCIDOS. Aminoácidos. por 4 caps. por 8 caps. BCAAs Ratio 8.1.1 AMINOBOOST. 4 g. 8 g. L-leucina. 3200 mg. 6400 mg. L-isoleucina. 400 mg. 800 g. L-valina. 400 mg. 800 g.,"Tomar 4 cápsulas después del entrenamiento y otras 4 cápsulas antes de acostarse, en total 8 capsulas diarias recomendadas","Producto para uso en adultos. Los complementos alimenticios no deben utilizarse como sustitutos de una dieta equilibrada. Este producto no está diseñado para diagnosticar, tratar o prevenir ninguna enfermedad. No superar la dosis diaria expresamente recomendada. Mantener fuera del alcance de los niños más pequeños.","Fabricado en una instalación que procesa proteínas de leche, pescado, soja, huevo, y gluten.",,,,2026-07-16 17:43:35.139224+00,2026-07-16 17:43:35.139224+00,bcaa-pro-8-1-1-400-uds
275,1221,"L-citrulina DL-malato, antiaglomerante: dióxido de silicio, aroma, edulcorante: sucralosa y colorantes: tartracina y azul brillante FCF.",Cantidad de nutrientes por servicio (5 g): L-Citrulina DL-Malato: 4 g.,Disolver 5 g (1 cazo) en 250 ml de agua o zumo. Tomar 1 hora antes de entrenar.,"Producto para uso en adultos. Los complementos alimenticios no deben utilizarse como sustitutos de una dieta equilibrada y un estilo de vida saludable. Este producto no está diseñado para diagnosticar, tratar o prevenir ninguna enfermedad. No superar la dosis diaria expresamente recomendada. Mantener fuera del alcance de los niños más pequeños. Tartrazina: Puede tener efectos negativos sobre la actividad y atencion de los niños",Puede contener trazas de leche y soja,,,,2026-07-16 17:45:14.329242+00,2026-07-16 17:46:07.867825+00,citrulina-malato-ultra-green-300-g
279,1143,https://www.hsnstore.com/media/catalog/product/cache/5a15c5988afb4929a2501169a37460ec/c/r/creatine-monohydrate-200-mesh-150g-front-v5-hsn_1_1.webp,Cantidad de nutrientes. Por dosis diaria. Monohidrato de creatina. 3412 mg. Creatina. 3000 mg.,"Mezclar 1/2 dosificador de 10ml (3,4g aprox.) en 200-250ml de agua, zumo o batido de proteínas. Tomar 1 vez al día.","Conservar en un lugar fresco (por debajo de 25ºC), seco y oscuro. No superar la dosis diaria expresamente recomendada. Mantener fuera del alcance de los niños más pequeños. Los complementos alimenticios no deben utilizarse como sustitutos de una dieta equilibrada. Las equivalencias dosificador/cantidad de producto (gramos o miligramos) son orientativas, ya que la densidad de los productos en polvo puede variar entre sabores y lotes. Recomendamos utilizar una báscula para aquellos casos que requieran de dosificaciones precisas. Es necesario mantener una dieta variada y equilibrada y un estilo de vida saludable.",,,,,2026-07-16 17:56:01.778409+00,2026-07-16 17:56:01.778409+00,creatina-monohidrato-en-polvo-150-g
280,3580,"Creatina Monohidrato, Azúcar Granulado, Jarabe de Glucosa, Agua, Pectina de Fruta, Aromatizantes, Recubrimiento (MCT 90%, Cera de Carnauba).",CREATINE GUMMIES 400 g. Nutritional Information. Serving Size 4 gummies. Servings per bag 20. Per 100 g. Per serving 4 gummies. Creatine monohydrate. 15000 mg. 3000 mg.,"Consume 4 gominolas de creatina al día. No excedas la dosis recomendada.
Este paquete está lleno por peso. Hay aproximadamente 80 gominolas por paquete.",Los suplementos alimenticios no deben utilizarse como sustituto de una dieta variada y equilibrada y un estilo de vida saludable. Mantener fuera del alcance de los niños. No utilizar si estás embarazada o en periodo de lactancia. Consulta a tu médico antes de usarlo si tienes alguna condición médica o tomas medicamentos regularmente.,"No contiene alérgenos comunes. Fabricado en una instalación que maneja leche, soya, huevos, pescado, gluten y sus derivados.",,,,2026-07-16 18:05:00.234725+00,2026-07-16 18:19:26.291841+00,gominolas-de-creatina-pura-coca-cola-400g
281,3582,"Creatina Monohidrato, Azúcar Granulado, Jarabe de Glucosa, Agua, Pectina de Fruta, Aromatizantes, Recubrimiento (MCT 90%, Cera de Carnauba).",CREATINE GUMMIES 400 g. Nutritional Information. Serving Size 4 gummies. Servings per bag 20. Per 100 g. Per serving 4 gummies. Creatine monohydrate. 15000 mg. 3000 mg.,"Consume 4 gominolas de creatina al día. No excedas la dosis recomendada.
Este paquete está lleno por peso. Hay aproximadamente 80 gominolas por paquete.",Los suplementos alimenticios no deben utilizarse como sustituto de una dieta variada y equilibrada y un estilo de vida saludable. Mantener fuera del alcance de los niños. No utilizar si estás embarazada o en periodo de lactancia. Consulta a tu médico antes de usarlo si tienes alguna condición médica o tomas medicamentos regularmente.,"No contiene alérgenos comunes. Fabricado en una instalación que maneja leche, soya, huevos, pescado, gluten y sus derivados.",,,,2026-07-16 18:12:41.357207+00,2026-07-16 18:20:54.585007+00,gominolas-de-creatina-pura-arandanos-400g
282,2268,"100% monohidrato de creatina micronizado (200 mesh).
Elaborado en una fábrica que produce alimentos que contienen leche, huevos, gluten, soja, crustáceos, dióxido de azufre y nueces.","Cantidad de nutrientes por dosis diaria (3,4 g): Monohidrato de creatina micronizado: 3,4 g, del cual creatina: 3 g.",,,,,,,2026-07-16 18:16:00.348148+00,2026-07-23 12:11:06.874515+00,100-creatina-monohidratada-sin-sabor-500-g
287,3581,"Creatina Monohidrato, Azúcar Granulado, Jarabe de Glucosa, Agua, Pectina de Fruta, Aromatizantes, Recubrimiento (MCT 90%, Cera de Carnauba).",CREATINE GUMMIES 400 g. Nutritional Information. Serving Size 4 gummies. Servings per bag 20. Per 100 g. Per serving 4 gummies. Creatine monohydrate. 15000 mg. 3000 mg.,"Consume 4 gominolas de creatina al día. No excedas la dosis recomendada.
Este paquete está lleno por peso. Hay aproximadamente 80 gominolas por paquete.",Los suplementos alimenticios no deben utilizarse como sustituto de una dieta variada y equilibrada y un estilo de vida saludable. Mantener fuera del alcance de los niños. No utilizar si estás embarazada o en periodo de lactancia. Consulta a tu médico antes de usarlo si tienes alguna condición médica o tomas medicamentos regularmente.,"No contiene alérgenos comunes. Fabricado en una instalación que maneja leche, soya, huevos, pescado, gluten y sus derivados.",,,,2026-07-16 18:20:35.268554+00,2026-07-16 18:20:35.268554+00,gominolas-de-creatina-pura-frambuesa-azul-400-g
289,2269,100% monohidrato de creatina micronizado (200 mesh).,"Cantidad de nutrientes por dosis diaria (3,4 g): Monohidrato de creatina micronizado: 3,4 g, del cual creatina: 3 g.","Mezclar 1 dosis (3,4 g = 1 cucharamedidora rasa = 1 cucharada de té) con 300 ml de algún líquido a su gusto. Tomar 1 dosis diariamente. Usa un shaker.",ADVERTENCIAS: Mantener fuera del alcance de los niños más pequeños. No recomendado para personas menores de 18 años ni mujeres embarazadas o en período de lactancia ni para personas que están bajo control médico. Los complementos alimenticios no deben utilizarse como sustitutos de una dieta equilibrada y variada y por un modo de vida sano. No superar la dosis diaria expresamente recomendada.,"Elaborado en una fábrica que produce alimentos que contienen leche, huevos, gluten, soja, crustáceos, dióxido de azufre y nueces.",,,,2026-07-16 18:25:43.901616+00,2026-07-16 18:25:43.901616+00,100-creatina-monohidratada-sin-sabor-300-g
291,1156,Monohidrato de creatina,Cantidad de nutrientes. Por dosis diaria. Monohidrato de creatina. 3412 mg. Creatina. 3000 mg.,"Mezclar 1/2 dosificador de 10ml (3,4g aprox.) en 200-250ml de agua, zumo o batido de proteínas, tomar 1 vez al día.","Conservar en un lugar fresco (por debajo de 25ºC), seco y oscuro. No superar la dosis diaria expresamente recomendada. Mantener fuera del alcance de los niños más pequeños. Los complementos alimenticios no deben utilizarse como sustitutos de una dieta equilibrada. Las equivalencias dosificador/cantidad de producto (gramos o miligramos) son orientativas, ya que la densidad de los productos en polvo puede variar entre sabores y lotes. Recomendamos utilizar una báscula para aquellos casos que requieran de dosificaciones precisas. Es necesario mantener una dieta variada y equilibrada y un estilo de vida saludable.",,,,,2026-07-16 18:27:44.329683+00,2026-07-16 18:27:44.329683+00,creatina-excell-150-g
304,3030,Monohidrato de creatina,"Dosis diaria 1 dosis (3,4 g). Dosis por envase 90. Principios activos. 3,4 g. Creapure (monohidrato de creatina). 3400 mg. Del cual creatina. 3000 mg.","Mezclar 1 dosis (3,4 g = ¾ cuchara medidora) con 300 ml de algún líquido a su gusto. Tomar 1 dosis diariamente. No superar la dosis diaria expresamente recomendada.","Mantener fuera del alcance de los niños más pequeños. Los complementos alimenticios no deben utilizarse como sustitutos de una dieta equilibrada y variada y por un modo de vida sano. No debe ser consumido por menores de 18 años, ni por personas con afecciones médicas o que toman medicamentos. No recomendado para mujeres embarazadas o en período de lactancia.","Elaborado en una fábrica que produce alimentos que contienen leche, huevos, gluten, soja, cacahuete, frutos de cáscara, apio, pescado, crustáceos y dióxido de azufre.",,,,2026-07-16 18:46:10.51576+00,2026-07-16 18:46:10.51576+00,mega-creatine-306-g
312,2152,"Concentrado de proteína de suero de leche instantánea 68% {concentrado de proteína de suero de leche, emulgente [lecitinas (soja)]}, inulina, harina de avena (gluten), glucomanano 3,5% (de tubérculo de Amorphophallus konjac) (dióxido de azufre), espesante (goma de celulosa), plátano liofilizado en polvo 1,8%, aromas, L-carnitina-L-tartrato 1%, emulgente [lecitinas (soja)], fibra cítrica, linaza en polvo, cáscara de semilla de psyllium en polvo, bayas de acai en polvo 0,6%, bayas de goji en polvo 0,6%, bromelina extraída de piña (1200 GDU/g) 0,5%, sales cálcicas de ácido ortofosfórico, sal, edulcorante (sucralosa), antiaglomerante (dióxido de silicio), cloruro de cromo (III) y su hexahidrato.","1 dosis 30 g. Dosis por envase 24. Dosis diaria 1 dosis (30 g). Información nutricional. 100 g. IR (100 g). 30 g. Valor energético. 1450 kJ/ 345 kcal. 17%. 435 kJ/ 103 kcal. Grasas. 5,2 g. 7%. 1,5 g. De las cuales saturadas. 2,9 g. 15%. 0,9 g. Hidratos de carbono. 14 g. 6%. 4,3 g. De los cuales azúcares. 8,1 g. 9%. 2,4 g. Fibra. 17 g. IR no establecido. 5,0 g. Proteínas. 52 g. 104%. 16 g. Sal. 1,4 g. 24%. 0,43 g. Minerales. 100 g. VRN (100 g). 30 g. Cromo. 60 μg. 150%. 18 μg. Calcio. 395 mg. 49%. 118 mg. Valores de referencia de nutrientes. Bajo contenido de grasa <1,5 g de grasa/100 ml del producto listo para consumir preparado con agua. Bajo contenido de azúcar <2,5 g de azúcar/100 ml del producto listo para consumir preparado con agua. Otros principios activos. 30 g. Glucomanano. 1050 mg. Inulina. 2700 mg. L-carnitina-L-tartrato. 320 mg. De la cual L-carnitina. 220 mg. Bromelina en polvo. 160 mg.",Mezclar en un shaker 1 dosis (30 g = 4 cucharadas soperas rasas) del producto con 300 ml de agua. Tomar 1 dosis diariamente.,El producto no debe utilizarse como sustituto de una dieta equilibrada y variada y por un modo de vida sano.,"Elaborado en una fábrica que produce alimentos que contienen huevos, cacahuete, nueces, apio, pescado y crustáceos.",,,,2026-07-16 18:54:38.802052+00,2026-07-16 19:10:49.122593+00,diet-shake-pl-tano-720-g
315,2154,"Concentrado de proteína de suero de leche instantánea 66% {concentrado de proteína de suero de leche, emulgente [lecitinas (soja)]}, inulina, harina de avena (gluten), glucomanano 3,5% (de tubérculo de Amorphophallus konjac) (dióxido de azufre), espesante (goma de celulosa), aromas, fresa en polvo 1,6%, acidulante (ácido cítrico), L-carnitina-L-tartrato 1%, emulgente [lecitinas (soja)], fibra cítrica, linaza en polvo, cáscara de semilla de psyllium en polvo, bayas de acai en polvo 0,6%, bayas de goji en polvo 0,6%, bromelina extraída de piña (1200 GDU/g) 0,5%, sales cálcicas de ácido ortofosfórico, sal, edulcorante (sucralosa), antiaglomerante (dióxido de silicio), colorante (Rojo Allura AC1), cloruro de cromo (III) y su hexahidrato.
1Rojo Allura AC: Puede tener efectos negativos sobre la actividad y la atención de los niños.
Elaborado en una fábrica que produce alimentos que contienen huevos, cacahuete, nueces, apio, pescado y crustáceos.","Información nutricional (por 30 g): Valor energético: 432 kJ / 103 kcal. Grasas: 1,5 g, de las cuales saturadas: 0,9 g. Hidratos de carbono: 4,3 g, de los cuales azúcares: 2,1 g. Fibra: 4,9 g. Proteínas: 15 g. Sal: 0,87 g.

Minerales (por 30 g): Cromo: 18 µg. Calcio: 118 mg.

Otros principios activos (por 30 g): Glucomanano: 1050 mg. Inulina: 2700 mg. L-Carnitina L-Tartrato: 320 mg, de la cual L-Carnitina: 220 mg. Bromelina en polvo: 160 mg.",Mezclar en un shaker 1 dosis (30 g = 4 cucharadas soperas rasas) del producto con 300 ml de agua. Tomar 1 dosis diariamente.,El producto no debe utilizarse como sustituto de una dieta equilibrada y variada y por un modo de vida sano.,,,,,2026-07-16 19:00:20.779744+00,2026-07-16 19:07:01.991847+00,diet-shake-caramelo-salado-720-g
318,2264,"Concentrado de proteína de suero de leche instantánea 64% {concentrado de proteína de suero de leche, emulgente [lecitinas (soja)]}, inulina, harina de avena (gluten), aromas (contiene cafeína), glucomanano 3,5% (de tubérculo de Amorphophallus konjac) (dióxido de azufre), espesante (goma de celulosa), virutas de chocolate {masa de cacao, edulcorante (maltitoles), manteca de cacao, cacao en polvo bajo en grasa, emulgente [lecitinas (soja)], aroma}, L-carnitina-L-tartrato 1%, emulgente [lecitinas (soja)], fibra cítrica, linaza en polvo, cáscara de semilla de psyllium en polvo, bayas de acai en polvo 0,6%, bayas de goji en polvo 0,6%, bromelina extraída de piña (1200 GDU/g) 0,5%, canela en polvo, sales cálcicas de ácido ortofosfórico, edulcorante (sucralosa), antiaglomerante (dióxido de silicio), cloruro de cromo (III) y su hexahidrato.
Elaborado en una fábrica que produce alimentos que contienen huevos, cacahuete, nueces, apio, pescado y crustáceos.","Información nutricional (por 30 g): Valor energético: 437 kJ / 104 kcal. Grasas: 1,8 g, de las cuales saturadas: 1,0 g. Hidratos de carbono: 4,9 g, de los cuales azúcares: 2,0 g. Fibra: 4,9 g. Proteínas: 15 g. Sal: 0,53 g.

Minerales (por 30 g): Cromo: 18 µg. Calcio: 115 mg.

Otros principios activos (por 30 g): Glucomanano: 1050 mg. Inulina: 2700 mg. L-Carnitina L-Tartrato: 320 mg, de la cual L-Carnitina: 220 mg. Bromelina en polvo: 160 mg.",Mezclar en un shaker 1 dosis (30 g = 4 cucharadas soperas rasas) del producto con 300 ml de agua. Tomar 1 dosis diariamente,ADVERTENCIAS: El producto no debe utilizarse como sustituto de una dieta equilibrada y variada y por un modo de vida sano. Un consumo excesivo puede causar malestar intestinal. Evitar el consumo junto con medicamentos y otros complementos alimenticios a base de fibra. Tomar el producto con mucha agua para asegurarse de que la sustancia llega al estómago. Se advierte de peligro de asfixia para personas con problemas de deglución. No ingerir justo antes de acostarse. Los pacientes con diabetes deben consultar con su médico antes de ingerir este producto alimenticio.,,,,,2026-07-16 19:04:31.564026+00,2026-07-16 19:06:43.413622+00,diet-shake-galletas-y-nata-720-g
319,2650,"Concentrado de proteína de suero de leche instantánea 61% {concentrado de proteína de suero de leche, emulgente [lecitinas (soja)]}, cacao en polvo bajo en grasa 10%, inulina, harina de avena (gluten), glucomanano 3,5% (de tubérculo de Amorphophallus konjac) (dióxido de azufre), espesante (goma de celulosa), aromas, L-carnitina-L-tartrato 1%, emulgente [lecitinas (soja)], fibra cítrica, linaza en polvo, cáscara de semilla de psyllium en polvo, bayas de acai en polvo 0,6%, bayas de goji en polvo 0,6%, sal, bromelina extraída de piña (1200 GDU/g) 0,5%, sales cálcicas de ácido ortofosfórico, edulcorante (sucralosa), antiaglomerante (dióxido de silicio), cloruro de cromo (III) y su hexahidrato.","1 dosis 30 g. Dosis por envase 24. Dosis diaria 1 dosis (30 g). Información nutricional. 100 g. IR (100 g). 30 g. Valor energético. 1425 kJ/ 339 kcal. 17%. 428 kJ/ 102 kcal. Grasas. 6,0 g. 9%. 1,8 g. De las cuales saturadas. 3,4 g. 17%. 1,0 g. Hidratos de carbono. 14 g. 6%. 4,3 g. De los cuales azúcares. 6,3 g. 7%. 1,9 g. Fibra. 16 g. IR no establecido. 4,7 g. Proteínas. 49 g. 98%. 15 g. Sal. 1,7 g. 29%. 0,52 g. Minerales. 100 g. VRN (100 g). 30 g. Cromo. 60 μg. 150%. 18 μg. Calcio. 384 mg. 48%. 115 mg. Valores de referencia de nutrientes diarios para adultos. Bajo contenido de grasa <1,5 g de grasa/100 ml del producto listo para consumir preparado con agua. Bajo contenido de azúcar <2,5 g de azúcar/100 ml del producto listo para consumir preparado con agua. Otros principios activos. 30 g. Glucomanano. 1050 mg. Inulina. 2025 mg. L-carnitina-L-tartrato. 320 mg. De la cual L-carnitina. 220 mg. Bromelina en polvo. 160 mg.",Mezclar en un shaker 1 dosis (30 g = 4 cucharadas soperas rasas) del producto con 300 ml de agua. Tomar 1 dosis diariamente.,El producto no debe utilizarse como sustituto de una dieta equilibrada y variada y por un modo de vida sano. Un consumo excesivo puede causar malestar intestinal. Evitar el consumo junto con medicamentos y otros complementos alimenticios a base de fibra. Tomar el producto con mucha agua para asegurarse de que la sustancia llega al estómago. Se advierte de peligro de asfixia para personas con problemas de deglución. No ingerir justo antes de acostarse. Los pacientes con diabetes deben consultar con su médico antes de ingerir este producto alimenticio.,,,,,2026-07-16 19:04:55.339583+00,2026-07-16 19:04:55.339583+00,diet-shake-chocolate-720-g
