Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,advertencias (product.metafields.custom.advertencias),alergenos (product.metafields.custom.alergenos),aviso_medico (product.metafields.custom.aviso_medico),bio (product.metafields.custom.bio),consejos_uso (product.metafields.custom.consejos_uso),expiration_date (product.metafields.custom.expiration_date),firesoft_codigo (product.metafields.custom.firesoft_codigo),firesoft_referencia (product.metafields.custom.firesoft_referencia),firesoft_sync_enabled (product.metafields.custom.firesoft_sync_enabled),gluten_free (product.metafields.custom.gluten_free),informacion_nutricional (product.metafields.custom.informacion_nutricional),Ingredientes (product.metafields.custom.ingredientes),instrucciones_uso (product.metafields.custom.instrucciones_uso),isgood (product.metafields.custom.isgood),is_discontinued (product.metafields.custom.is_discontinued),lactose_free (product.metafields.custom.lactose_free),recargo_rate (product.metafields.custom.recargo_rate),regulacion_legal (product.metafields.custom.regulacion_legal),supplier_name (product.metafields.custom.supplier_name),vat_rate (product.metafields.custom.vat_rate),vegan (product.metafields.custom.vegan),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
hidrogel-hialuronic-1-50-ml,Hidrogel Hialuronic 1,"Descubre un cuidado natural en gel superhidratante y suavizante inmediato de la piel, que puedes usar directamente en las zonas más secas y también para enriquecer tu sérum o crema de día. Te ayudará a fortalecer la función barrera de la piel de forma totalmente natural. Contiene un 1% de ácido hialurónico de origen vegetal y plantas con efectos suavizantes de la rugosidad y reductores de la descamación. Sus efectos se notan desde la primera aplicación.  
Superhidratante  
Suavizante  
Calmante  
Efecto tensor",Esential'Arôms,,Cosmetica e higiene,"Bio, 50 ml",TRUE,Title,Default Title,,,,,,,,2451,50,shopify,3,deny,manual,49.95,,TRUE,TRUE,,,,,8413568020106,https://esentialaroms.com/wp-content/uploads/2026/05/Hialuronic_1_hidrogel_02-2.jpg,1,Hidrogel Hialuronic 1 - Esential'Arôms,FALSE,Hidrogel Hialuronic 1,"Descubre un cuidado natural en gel superhidratante y suavizante inmediato de la piel, que puedes usar directamente en las zonas más secas y también para enriquecer tu sérum o crema de día. Te ayudará a fortalecer la función barrera de la piel de forma totalmente natural. Contiene un 1% de ácido hialurónico de origen ve",,,,TRUE,,,2451,2451,TRUE,FALSE,"Aqua, Glycerin, Sodium Chloride, Sodium Hyaluronate, Benzyl Alcohol, Sodium Hydroxide, Butylene Glycol, Salicylic Acid, Sorbic Acid, Centella Asiatica Extract, Camellia Sinensis Leaf Extract, Glycyrrhiza Glabra Root Extract, Polygonum Cuspidatum Root Extract, Scutellaria Baicalensis Root Extract, Phytic Acid, Chamomilla Recutita Flower/Leaf/Stem Extract, Rosmarinus Officinalis Leaf Extract. El 99% del total es de origen natural.",Ácido hialurónico de origen natural; Centella asiatica; Scutellaria; Manzanilla azul,,TRUE,FALSE,FALSE,5.20,,,21.00,FALSE,,g,,30.48,active
canela-ceylan-molida-25-g,Canela Ceylan Molida,"Para aromatizar dulces y conservas de fruta, sobre todo en repostería, aunque también se utiliza en recetas de carne.",Artemis Bio,,Alimentos,"Bio, Vegano, Sin gluten, Sin lactosa, 25 g",TRUE,Title,Default Title,,,,,,,,2453,25,shopify,2,deny,manual,2.95,,TRUE,TRUE,,,,,8428201320123,https://www.ecoplaza.es/26822-large_default/canela-ceylan-molida-especias-artemis-25gr-bio.jpg,1,Canela Ceylan Molida - Artemis Bio,FALSE,Canela Ceylan Molida,"Para aromatizar dulces y conservas de fruta, sobre todo en repostería, aunque también se utiliza en recetas de carne.",,,,TRUE,,2028-09-15,2453,2453,TRUE,TRUE,,"Ingredientes: Canela Ceylan Molida*.
*=de agricultura ecológica.",,TRUE,FALSE,TRUE,1.40,,ecoplaza,10.00,TRUE,,g,,1.75,active
canela-molida-70-g,Canela Molida,"Canela molida de alta calidad cultivada ecológicamente, ideal para dar un toque aromático y dulce a tus recetas y bebidas.",Artemis Bio,,Alimentos,"Bio, Vegano, Sin gluten, Sin lactosa, 70 g",TRUE,Title,Default Title,,,,,,,,2454,70,shopify,7,deny,manual,4.35,,TRUE,TRUE,,,,,8428201320659,https://www.ecoplaza.es/26821-large_default/canela-ceylan-molida-artemis-70-gr-eco.jpg,1,Canela Molida - Artemis Bio,FALSE,Canela Molida,"Canela molida de alta calidad cultivada ecológicamente, ideal para dar un toque aromático y dulce a tus recetas y bebidas.",Revisar ingredientes y alérgenos en la etiqueta antes de consumir.,No especificado por el fabricante. Revisar siempre la etiqueta antes de consumir.,,TRUE,Combina bien con productos de repostería y bebidas calientes como café o infusiones.,2027-11-15,2454,2454,TRUE,TRUE,,Ingredientes: Canela Molida.,"Se utiliza molida o en rama, para aromatizar dulces y conservas de fruta, sobre todo en repostería, aunque también se utiliza en recetas de carne.",TRUE,FALSE,TRUE,1.40,,ecoplaza,10.00,TRUE,,g,,2.70,active
bebida-instat-nea-cereales-solubles-con-achicoria-e-higos-100-g,Bebida Instatánea,,Biocop,,Alimentos,"Sin gluten, Cereales Solubles con Achicoria e Higos, 100 g",TRUE,Title,Default Title,,,,,,,,2503,100,shopify,9,deny,manual,4.95,,TRUE,TRUE,,,,,8423903039939,https://www.biocop.es/1578102-superlarge_default/SOLUBLECEREALESACHICORIABIOCOP100G.jpg,1,Bebida Instatánea - Biocop,FALSE,Bebida Instatánea,,,,,FALSE,,2029-03-01,2503,2503,TRUE,TRUE,,"Ingredientes: Cereales tostados* 87% (CENTENO*, CEBADA* malteada, CEBADA*), achicoria* tostada 12%, higos* tostados 1%.
*De agricultura biológica.","Uso: Mezclar una cucharada de postre de cereales solubles con 100ml de agua, leche o bebida vegetal caliente o fría.",TRUE,FALSE,FALSE,1.40,,Biocop,10.00,FALSE,,g,,2.43,active
algarroba-en-polvo-250-g,Algarroba en Polvo,,Biocop,,Alimentos,"Bio, Vegano, Sin gluten, 250 g",TRUE,Title,Default Title,,,,,,,,2504,250,shopify,7,deny,manual,5.95,,TRUE,TRUE,,,,,8423903000311,https://www.biocop.es/1577927-superlarge_default/ALGARROBAPOLVOBIOCOP250G.jpg,1,Algarroba en Polvo - Biocop,FALSE,Algarroba en Polvo,,,,,TRUE,,2028-02-28,2504,2504,TRUE,TRUE,"Información nutricional (por 100 g): Valor energético: 1199 kJ / 287 kcal. Grasas: <0,5 g, de las cuales saturadas: 0,13 g. Hidratos de carbono: 44,5 g, de los cuales azúcares: 36,7 g. Proteínas: 4,4 g. Fibra alimentaria: 44 g. Sal: 0,014 g.",Ingredientes: Algarroba en polvo*,"Uso: Ideal en la elaboración de postres, batidos, desayunos o meriendas.",TRUE,FALSE,FALSE,1.40,,Biocop,10.00,TRUE,,g,,2.94,active
black-blood-nox-bebida-en-polvo,Black Blood NOX+ bebida en polvo,"Fórmula pre-entreno con un complejo extremo radical NOX, 150 mg cafeína, así como creatina y tirosina para necesidades extremas.

Gracias a su contenido de 5250mg Beta-alanina, AAKG y L-citrulina malato, Black Blood NOX+ se recomienda para aquellos que quieran ser imparables en el gimnasio. Black Blood NOX+ es un potenciador que contiene grandes dosis de todo lo necesario para un entrenamiento efectivo. Quizás nunca has visto estos ingredientes activos en está combinación y cantidad antes. Este producto está específicamente diseñado para aquellos cuyos cuerpos se han acostumbrado a la media, cuyo estrés diario hace duro para ellos olvidar preocupaciones y problemas, y aquellos que están perdiendo la motivación y atracción a las pesas. Black Blood NOX+ devuelve el fuego que te hace trabajar más y más duro, y repetirlo todo de nuevo. No habrá charla, ni irás al gimnasio a pasar el rato. Sólo las barras y las pesas, fuerza, trabajo, concentración y superación.

Black Blood NOX+ es una fórmula compleja alta en cafeína* cuyo contenido de creatina aumenta el rendimiento físico durante repeticiones de ejercicios de alta intensidad, a corto plazo.*La niacina y vitamina B6 favorece los procesos metabólicos energéticos normales y, combinados con el calcio, reducen el cansancio y la fatiga. La vitamina B6 contribuye en el metabolismo normal de la proteína y el glucógeno, y el calcio contribuye al funcionamiento muscular normal.",BioTech USA,,Deporte,"Fruta Tropical, 340 g",TRUE,Variante,Fruta Tropical · 340 g,,,,,,,,3756,340,shopify,4,deny,manual,39.95,,TRUE,TRUE,,,,,5999076253760,https://shop.biotechusa.es/cdn/shop/files/BlackBloodNOX_340g_TropicalFruit_600x600_34077144-7f23-42ab-a507-1a35478547d5.png?height=1080&v=1777292351,1,Black Blood NOX+ bebida en polvo - BioTech USA,FALSE,Black Blood NOX+ bebida en polvo,"Fórmula pre-entreno con un complejo extremo radical NOX, 150 mg cafeína, así como creatina y tirosina para necesidades extremas.

Gracias a su contenido de 5250mg Beta-alanina, AAKG y L-citrulina malato, Black Blood NOX+ se recomienda para aquellos que quieran ser imparables en el gimnasio. Black Blood NOX+ es un poten",,,,FALSE,,2029-02-17,3756,3756,TRUE,FALSE,,,,TRUE,FALSE,FALSE,1.40,,BioTech USA,10.00,FALSE,https://shop.biotechusa.es/cdn/shop/files/BlackBloodNOX_340g_TropicalFruit_600x600_34077144-7f23-42ab-a507-1a35478547d5.png?height=1080&v=1777292351,g,,21.50,active
black-blood-nox-bebida-en-polvo,,,,,,,,Variante,Naranja Sanguina · 340 g,,,,,,,,3751,340,shopify,4,deny,manual,39.95,,TRUE,TRUE,,,,,5999076253753,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://shop.biotechusa.es/cdn/shop/files/BlackBloodNOX_340g_BloodOrange_600x600_a8fc731e-fd69-406f-af5f-f034a81b96a7.png?height=1080&v=1777292350,g,,21.50,active
black-blood-nox-bebida-en-polvo,,,,,,,,Variante,Ruby Berry · 340 g,,,,,,,,2538,340,shopify,4,deny,manual,39.95,,TRUE,TRUE,,,,,5999076253784,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://shop.biotechusa.es/cdn/shop/files/BlackBloodNOX_340g_RubyBerry_600x600_1c4d4f5e-372d-4ce4-beee-e69f4724101b.png?height=1080&v=1777292350,g,,19.27,active
aceite-esencial-de-citronella-10-ml,Aceite Esencial de Citronella,"Aceite esencial de citronela de Ceilán BIO, de aroma fresco, cítrico y herbal, ideal para aportar una sensación de limpieza, frescor y vitalidad en formulaciones de cosmética natural.  
100% puro y natural  
Origen ecológico certificado  
Aroma fresco y vibrante  
Perfil aromático intenso",Esential'Arôms,,Aromaterapia,10 ml,TRUE,Title,Default Title,,,,,,,,2604,10,shopify,4,deny,manual,7.95,,TRUE,TRUE,,,,,8413568001129,https://esentialaroms.com/wp-content/uploads/2026/05/AE_Citronela_Ceilan_100ml_01-2.jpg,1,Aceite Esencial de Citronella - Esential'Arôms,FALSE,Aceite Esencial de Citronella,"Aceite esencial de citronela de Ceilán BIO, de aroma fresco, cítrico y herbal, ideal para aportar una sensación de limpieza, frescor y vitalidad en formulaciones de cosmética natural.  
100% puro y natural  
Origen ecológico certificado  
Aroma fresco y vibrante  
Perfil aromático intenso","1. Respetar la dosificación establecida en el modo de empleo.  
2. Este producto es un complemento alimenticio y no debe utilizarse como sustituto de una dieta equilibrada. Es importante seguir una dieta variada y equilibrada y un estilo de vida saludable.","Contiene limoneno, linalool, citronelol, geraniol y metil isoeugenol (no debe superar el 0,002%. Utilizar en diluciones menores del 0,25%).",Uso externo. Mantener fuera del alcance de los niños.,FALSE,"Ideal para crear ambientes frescos y naturales, ayudar a repeler insectos de forma natural.",2029-03-01,2604,2604,TRUE,FALSE,"Los aceites esenciales de ESENTIAL’ARÔMS son productos de alta calidad, 100% puros y naturales por el proceso de selección de los mismos y por su forma de fabricación y control.  
Un aceite esencial A.E.B.B.D., es decir, Aceite Esencial Botánica y Bioquímicamente Definido. Se trata, en realidad, de un aceite esencial 100% puro y natural que procede de una destilación completa por arrastre de vapor (sin el uso de ningún producto químico para su extracción) y que ha seguido rigurosos controles de calidad. Tampoco se adicionan colorantes ni se aplican procesos de deterpenado, rectificado ni redes¬tilación.  

SELECCIÓN DE LOS ACEITES ESENCIALES (A.E.B.B.D.)  
Los aceites esenciales de Esential’Arôms se caracterizan por ser Aceites Esenciales Botánica y Bioquímicamente Definidos (A.E.B.B.D.). Esto significa que cada uno de ellos ha sido seleccionado en función de los siguientes parámetros:  
1. Especie botánica: las plantas utilizadas son clasificadas botánicamente. Por lo tanto, podemos informar sin ninguna duda acerca de la especie botánica según la nomenclatura latina internacional.  
2. Órgano productor (o. p.): no todas las partes de la planta tienen la misma composición. Por lo tanto, es necesario escoger el órgano (raíz, semilla, hojas…) que, una vez destilado, contendrá las sustancias características.  
3. Especificidad bioquímica (s. b.) o QUIMIOTIPO: una vez destilado el aceite esencial, es necesaria la verificación de su composición química, que caracterizará su utilización. La comprobación del correcto biotipo elegido se realiza a través de un control analítico por cromatografía gaseosa acoplada a la espectrofotometría de masas.  
4. Biotipo: en función del hábitat donde se desarrolla la especie botánica (tipo de terreno, altitud…), la composición del aceite esencial puede variar, de modo que la definición del quimiotipo resulta esencial.",Aceite esencial de citronela de Ceilán* (Cymbopogon nardus). *Procedente de la Agricultura Ecológica.,Aplicar en difusores de aroma o según indicación profesional.,TRUE,FALSE,FALSE,5.20,"Conservar en lugar fresco y seco, alejado de la luz directa.",Aprolis,21.00,FALSE,,g,,4.42,active
s-rum-facial-aha-y-agua-glaciar-300-ml,Sérum Facial AHA y Agua Glaciar,Mixsoon Glacier Water Hyaluronic  Serum ofrece un efecto hidratante instantáneo para la piel seca. Forma una barrera de la humedad con tres capas de ácido hialurónico para aumentar la hidratación. La textura densa y rica del suero ayuda a crear una piel radiante.,mixsoon,,Cosmetica e higiene,300 ml,TRUE,Title,Default Title,,,,,,,,2641,300,shopify,1,deny,manual,29.95,,TRUE,TRUE,,,,,8809732910760,https://mixsoon.es/cdn/shop/files/5555-12.png?v=1710783748&width=1200,1,Sérum Facial AHA y Agua Glaciar - mixsoon,FALSE,Sérum Facial AHA y Agua Glaciar,Mixsoon Glacier Water Hyaluronic  Serum ofrece un efecto hidratante instantáneo para la piel seca. Forma una barrera de la humedad con tres capas de ácido hialurónico para aumentar la hidratación. La textura densa y rica del suero ayuda a crear una piel radiante.,,,,FALSE,,,2641,2641,TRUE,FALSE,,"Water, Glacier Water, Butylene Glycol, 1,2-Hexanediol, Sodium Hyaluronate.","Con la cara limpia, utilizar una cantidad suficiente en un disco de algodón y pasarlo por toda la cara.",TRUE,FALSE,FALSE,5.20,,,21.00,FALSE,,g,,11.98,active
suero-de-barrera-calmante-30-ml,Suero de Barrera Calmante,"¿Piel estresada? Hoy no. El sérum clínicamente probado, hidratante y calmante ofrece una hidratación ligera pero duradera y calma instantánea con cada gota. Infusionado con té verde exclusivo de BOJ-HA™.",Beauty of Joseon,,Cosmetica e higiene,30 ml,TRUE,Title,Default Title,,,,,,,,2644,30,shopify,2,deny,manual,18.95,,TRUE,TRUE,,,,,8809738316412,https://es.beautyofjoseon.com/cdn/shop/files/001_61356454-461b-424d-8ef7-32589fb88d92.png?v=1777585365&width=1950,1,Suero de Barrera Calmante - Beauty of Joseon,FALSE,Suero de Barrera Calmante,"¿Piel estresada? Hoy no. El sérum clínicamente probado, hidratante y calmante ofrece una hidratación ligera pero duradera y calma instantánea con cada gota. Infusionado con té verde exclusivo de BOJ-HA™.",,,,FALSE,,,2644,2644,TRUE,FALSE,"Cómo usarlo

- Echa unas gotas de suero en manos limpias.
- Da palmadas suaves para ayudar a la absorción y luego aplica tu hidratante favorito.
- Hecho para tus rutinas de cuidado de la piel por la mañana y la noche.
- Consejo profesional de BOJ: Para mantener la fórmula higiénica, no recomendamos dejar que el cuentagotas toque directamente la piel","Té verde-HA™: El ingrediente exclusivo de BOJ hidrata, ayuda a calmar y ofrece beneficios antioxidantes.
Pantenol (vitamina B5): Mejora la hidratación y apoya la barrera de humedad.",,TRUE,FALSE,FALSE,5.20,,Beauty of Joseon,21.00,FALSE,,g,,8.28,active
pads-toner-de-frijol-280-ml,Pads Toner de frijol,,mixsoon,,Cosmetica e higiene,"Vegano, 280 ml",TRUE,Title,Default Title,,,,,,,,2648,280,shopify,1,deny,manual,24.95,,TRUE,TRUE,,,,,8809732912658,https://mixsoon.es/cdn/shop/files/BeanTonerPad_Main01_2_0bb95868-b9fc-4318-b897-01521368004c.png?v=1759321710&width=1200,1,Pads Toner de frijol - mixsoon,FALSE,Pads Toner de frijol,,,,,FALSE,,,2648,2648,TRUE,FALSE,,,,TRUE,FALSE,FALSE,5.20,,,21.00,TRUE,,g,,10.74,active
aceite-limpiador-para-poros-200-ml,Aceite Limpiador para Poros,,Anua,,Cosmetica e higiene,200 ml,TRUE,Title,Default Title,,,,,,,,2649,200,shopify,2,deny,manual,19.95,,TRUE,TRUE,,,,,8809640734687,https://anua.com/cdn/shop/files/anua-us-cleanser-heartleaf-pore-control-cleansing-oil-1239193742.jpg?v=1779181871&width=600,1,Aceite Limpiador para Poros - Anua,FALSE,Aceite Limpiador para Poros,,,,,FALSE,,,2649,2649,TRUE,FALSE,,"Palmitato de etilhexilo, tetraoleato de sorbeth-30, sesquioleato de sorbitano, triglicéridos caprílicos/cápricos, aguacatado de butílico, fragancia, aceite de semilla de helianthus annuus (girasol), aceite de semilla de macadamia ternifolia, aceite de fruta olea europaea (oliva), aceite de semilla de Simmondsia chinensis (jojoba), aceite de semilla de Vitis vinifera (uva), caprilicol, etilhexiglicerina, extracto de raíz de curcuma longa (cúrcuma), extracto de flor de Melia azadirachta, tocoferol, extracto de hoja de Melia azadirachta, extracto de Houttuynia cordata, Extracto de Corallina officinalis, extracto de corteza de Melia Azadirachta, aceite de semilla de Moringa oleifera, extracto de hoja de Ocimum sanctum","(1) Dispensar 2~3 bombas en las manos.
(2) Masajear suavemente la cara seca con movimientos circulares.
(3) Emulsionar con agua hasta que el maquillaje y la suciedad se derritan.
(4) Enjuaga bien con agua tibia.
(5) Doble limpieza con un limpiador a base de agua.",TRUE,FALSE,FALSE,5.20,,,21.00,FALSE,,g,,8.46,active
crema-solar-arroz-y-probi-ticos-psf50-50-ml,Crema Solar Arroz y Probióticos PSF50+,"Formulada para ofrecer una textura idéntica a la de una crema hidratante, nuestra crema solar, famosa en Internet, sigue siendo ligera y no pegajosa, independientemente de la cantidad que te apliques. Enriquecida con un 30 % de extracto de arroz y extractos de cereales fermentados, ricos en vitaminas, aminoácidos y minerales, que ayudan a hidratar y calmar la piel con cada aplicación. Se absorbe rápidamente y aporta un brillo natural.",Beauty of Joseon,,Cosmetica e higiene,50 ml,TRUE,Title,Default Title,,,,,,,,2651,50,shopify,3,deny,manual,19.95,,TRUE,TRUE,,,,,8809782555508,https://uayblnybdrhhmumudbea.supabase.co/storage/v1/object/public/productos/sun%20relief%20beauty%20of%20joseon.avif,1,Crema Solar Arroz y Probióticos PSF50+ - Beauty of Joseon,FALSE,Crema Solar Arroz y Probióticos PSF50+,"Formulada para ofrecer una textura idéntica a la de una crema hidratante, nuestra crema solar, famosa en Internet, sigue siendo ligera y no pegajosa, independientemente de la cantidad que te apliques. Enriquecida con un 30 % de extracto de arroz y extractos de cereales fermentados, ricos en vitaminas, aminoácidos y min",,,,FALSE,,,2651,2651,TRUE,FALSE,"AQUA, DIBUTYL ADIPATE, PROPANEDIOL, DIETHYLAMINO HYDROXYBENZOYL HEXYL BENZOATE, POLYMETHYLSILSESQUIOXANE, ETHYLHEXYL TRIAZONE, METHYLENE BIS-BENZOTRIAZOLYL TETRAMETHYLBUTYLPHENOL (NANO), NIACINAMIDE, COCO-CAPRYLATE/CAPRATE, CAPRYLYL METHICONE, DIETHYLHEXYL BUTAMIDO TRIAZONE, GLYCERIN, 1,2-HEXANEDIOL, BUTYLENE GLYCOL, PENTYLENE GLYCOL, BEHENYL ALCOHOL, POLY C10-30 ALKYL ACRYLATE, POLYGLYCERYL-3 METHYLGLUCOSE DISTEARATE, DECYL GLUCOSIDE, ORYZA SATIVA (RICE) EXTRACT, TROMETHAMINE, CARBOMER, ACRYLATES/C10-30 ALKYL ACRYLATE CROSSPOLYMER, SODIUM STEAROYL GLUTAMATE, POLYACRYLATE CROSSPOLYMER-6, ETHYLHEXYLGLYCERIN, ADENOSINE, XANTHAN GUM, T-BUTYL ALCOHOL, TOCOPHEROL, ORYZA SATIVA (RICE) GERM EXTRACT, CAMELLIA SINENSIS LEAF EXTRACT, SACCHARUM OFFICINARUM (SUGARCANE) EXTRACT, MACROCYSTIS PYRIFERA (KELP) EXTRACT, LACTOBACILLUS/PUMPKIN FERMENT EXTRACT, BACILLUS/SOYBEAN FERMENT EXTRACT, ASPERGILLUS FERMENT, COCOS NUCIFERA (COCONUT) FRUIT EXTRACT, PANAX GINSENG ROOT EXTRACT, MONASCUS/RICE FERMENT, LACTOBACILLUS/RICE FERMENT, SACCHAROMYCES/RICE FERMENT FILTRATE","Extracto de arroz al 30%: Rico en vitaminas B, C y E, así como en aminoácidos y minerales, este ingrediente ayuda a hidratar.
Extractos de grano fermentados: Actúa de forma sinérgica con el extracto de arroz para suavizar, calmar e hidratar la piel.",Aplíquelo generosamente como último paso de su rutina matutina. Vuelva a aplicarlo cada 2-3 horas para mantener la protección solar.,TRUE,FALSE,FALSE,5.20,,,21.00,FALSE,,g,,8.77,active
centella-cleansing-foam,Centella Cleansing Foam,"mixsoon Centella Cleansing Foam es un limpiador facial en espuma: formulado específicamente para responder a las necesidades de la piel sensible. Esta solución ligeramente ácida no solo se ajusta al pH de la piel para promover su bienestar, sino que también respeta la integridad de la barrera cutánea y la flora beneficiosa, asegurando una limpieza eficaz sin irritación.",mixsoon,,Cosmetica e higiene,,TRUE,Title,Default Title,,,,,,,,2675,,shopify,1,deny,manual,19.95,,TRUE,TRUE,,,,,8809732912214,https://mixsoon.es/cdn/shop/files/Mixsoon-1_d49359e1-3fa5-4ae1-94ed-a3828df4d64d.png?v=1759321883&width=1200,1,Centella Cleansing Foam - mixsoon,FALSE,Centella Cleansing Foam,"mixsoon Centella Cleansing Foam es un limpiador facial en espuma: formulado específicamente para responder a las necesidades de la piel sensible. Esta solución ligeramente ácida no solo se ajusta al pH de la piel para promover su bienestar, sino que también respeta la integridad de la barrera cutánea y la flora benefic",,,,FALSE,,,2675,2675,TRUE,FALSE,,,Aplicar una cantidad generosa por toda la cara y enjuagar con abundante agua.,TRUE,FALSE,FALSE,1.40,,,10.00,FALSE,,,,7.44,active
galactomyces-ferment-essence-100-ml,Galactomyces Ferment Essence,"Mixsoon Galactomyces Ferment Essence es una lujosa fórmula vegana que hidrata profundamente y realza la luminosidad de la piel. Enriquecida con Galactomyces Ferment Filtrate, un extracto de levadura fermentada rico en vitaminas, aminoácidos y minerales, nutre la piel con ingredientes de alta biodisponibilidad para una máxima absorción y eficacia. La esencia penetra profundamente para mejorar la elasticidad, reducir la apariencia de líneas finas y promover una tez joven y radiante. El extracto de salvado de arroz proporciona beneficios iluminadores y calmantes, ayudando a unificar el tono de la piel y restaurar el equilibrio de hidratación. Ligera y de fácil absorción, deja la piel suave, revitalizada y radiante.",mixsoon,,Cosmetica e higiene,100 ml,TRUE,Title,Default Title,,,,,,,,2677,100,shopify,3,deny,manual,29.95,,TRUE,TRUE,,,,,8809268158452,https://mixsoon.us/cdn/shop/files/main_46f3cbe8-5db1-44d2-b94c-c140f09a20c9.jpg?v=1724656449&width=1000,1,Galactomyces Ferment Essence - mixsoon,FALSE,Galactomyces Ferment Essence,"Mixsoon Galactomyces Ferment Essence es una lujosa fórmula vegana que hidrata profundamente y realza la luminosidad de la piel. Enriquecida con Galactomyces Ferment Filtrate, un extracto de levadura fermentada rico en vitaminas, aminoácidos y minerales, nutre la piel con ingredientes de alta biodisponibilidad para una ",,,,FALSE,,,2677,2677,TRUE,FALSE,,"Filtrado de fermento de Galactomyces, butilenglicol","Úselo después de limpiar y tonificar. Aplique unas gotas en todo el rostro con las manos o un disco de algodón. Dé suaves palmaditas hasta su completa absorción.

Orden recomendado por Mixsoon para la rutina de esencias de 3 capas para una piel radiante:
1.ª capa: Esencia de fermento de Galactomyces
2.ª capa: Esencia de fermento de Bifida
3.ª capa: Esencia de Centella Asiática

Repita esta rutina diariamente y acérquese un paso más a su piel radiante.",TRUE,FALSE,FALSE,5.20,,,21.00,FALSE,,g,,13.22,active
s-rum-de-leche-de-soja-50-ml,Sérum de Leche de Soja,"El sérum de leche de soja mixsoon es un sérum intensivo y vegano diseñado para hidratar, reafirmar y nutrir la piel, dejándola suave y radiante. Enriquecido con colágeno vegano para bebés y un complejo de 3 péptidos, ayuda a restaurar la elasticidad, fortalecer la barrera cutánea y mejorar la resistencia. La soja fermentada y el filtrado de fermentación de Galactomyces (conocido como PITERA® en Corea) trabajan juntos para mejorar la retención de humedad, iluminar la tez y proporcionar nutrientes esenciales. Las ceramidas y los fitoesteroles de tamaño nanométrico penetran profundamente, proporcionando hidratación duradera, mientras que los extractos de hojas verdes, como el té verde, la menta de manzana y el tomillo, ayudan a proteger la piel de los factores externos. Su fórmula ligera se absorbe rápidamente sin dejar sensación pegajosa, lo que la hace ideal para el uso diario y lograr una piel tersa, firme y de aspecto juvenil.",mixsoon,,Cosmetica e higiene,"Vegano, 50 ml",TRUE,Title,Default Title,,,,,,,,2678,50,shopify,1,deny,manual,37.95,,TRUE,TRUE,,,,,8809732912528,https://mixsoon.us/cdn/shop/files/b4d840972dc49774537b0d48ddd11168.png?v=1782357449&width=750,1,Sérum de Leche de Soja - mixsoon,FALSE,Sérum de Leche de Soja,"El sérum de leche de soja mixsoon es un sérum intensivo y vegano diseñado para hidratar, reafirmar y nutrir la piel, dejándola suave y radiante. Enriquecido con colágeno vegano para bebés y un complejo de 3 péptidos, ayuda a restaurar la elasticidad, fortalecer la barrera cutánea y mejorar la resistencia. La soja ferme",,,,FALSE,,,2678,2678,TRUE,FALSE,,"Agua/Aqua, Glicerina, Etilhexanoato de cetilo, Dipropilenglicol, Filtrado de fermento de Galactomyces, Butilenglicol, Niacinamida, 1,2-Hexanodiol, Betaína, Hidroxiacetofenona, Pantenol, Diestearato de poligliceril-3 metilglucosa, Trehalosa, Estearato de glicerilo, Carbómero, Arginina, Estearato de sorbitán, Goma xantana, Sesquioleato de sorbitán, Etilhexilglicerina, Adenosina, Manteca de Butyrospermum Parkii (karité), EDTA disódico, Triglicérido caprílico/cáprico, Cocoato de sacarosa, Ceramida NP, Lecitina hidrogenada, Fitoesfingosina, Extracto de fermento de Lactobacillus/soja, Fermento de Lactobacillus/arroz, Lactobacillus/Raíz de Panax Ginseng Filtrado de fermento, filtrado de fermento de semillas de Saccharomyces/Coix Lacryma-Jobi Ma-yuen, filtrado de fermento de extracto de Saccharomyces/patata, colesterol, proteína de soja hidrolizada, fitoesteroles, extracto de hoja de Mentha Rotundifolia, extracto de hoja de Camellia Sinensis, extracto de hoja de Thymus Vulgaris (tomillo), colágeno soluble, glucosa, manosa, glutatión, oligopéptido-29, oligopéptido-32, palmitoil pentapéptido-4","Aplicar después de la limpieza, con las manos o un disco de algodón.

- Para una hidratación extra:
Dispensar una cantidad adecuada en la palma de la mano y aplicar directamente sobre el rostro. Para una mejor absorción, aplicar 2 o 3 capas. -

Usar como mascarilla:
Aplicar una cantidad generosa en un disco de algodón y colocarlo sobre las zonas que necesiten un cuidado intensivo para una mascarilla rápida y sencilla.

- Personalizar con productos en polvo:
Usar junto con los productos en polvo de Mixsoon para personalizar la rutina de cuidado facial según las necesidades de la piel.",TRUE,FALSE,FALSE,5.20,,,21.00,TRUE,,g,,15.70,active
